Provinsi/Kabupaten/Kota,
,[Metode Baru] Umur Harapan Hidup Saat Lahir (UHH) (Tahun)
,2023
ACEH,70.34
Simeulue,65.61
Aceh Singkil,67.78
Aceh Selatan,64.81
Aceh Tenggara,68.65
Aceh Timur,69.07
Aceh Tengah,69.18
Aceh Barat,68.34
Aceh Besar,70.14
Pidie,67.29
Bireuen,71.66
Aceh Utara,69.15
Aceh Barat Daya,65.48
Gayo Lues,65.92
Aceh Tamiang,70.04
Nagan Raya,69.6
Aceh Jaya,67.55
Bener Meriah,69.64
Pidie Jaya,70.6
Kota Banda Aceh,72.02
Kota Sabang,70.98
Kota Langsa,69.78
Kota Lhokseumawe,72.06
Kota Subulussalam,64.41
SUMATERA UTARA,69.98
Nias,70.34
Mandailing Natal,63.47
Tapanuli Selatan,65.56
Tapanuli Tengah,67.9
Tapanuli Utara,69.57
Toba Samosir / Toba,71.24
Labuhan Batu,70.77
Asahan,69.09
Simalungun,72.2
Dairi,70.11
Karo,72.28
Deli Serdang,72.31
Langkat,69.64
Nias Selatan,69.58
Humbang Hasundutan,70.27
Pakpak Bharat,66.89
Samosir,72.24
Serdang Bedagai,69.59
Batu Bara,67.88
Padang Lawas Utara,67.82
Padang Lawas,67.71
Labuhan Batu Selatan,69.54
Labuhan Batu Utara,70.25
Nias Utara,70.24
Nias Barat,69.96
Kota Sibolga,70.18
Kota Tanjung Balai,64.28
Kota Pematang Siantar,74.75
Kota Tebing Tinggi,71.63
Kota Medan,73.93
Kota Binjai,73.13
Kota Padangsidimpuan,70.2
Kota Gunungsitoli,72.09
SUMATERA BARAT,70.19
Kepulauan Mentawai,65.1
Pesisir Selatan,71.52
Solok,69.56
Sijunjung,67.02
Tanah Datar,70.84
Padang Pariaman,69.7
Agam,73.23
Lima Puluh Kota,70.3
Pasaman,68.29
Solok Selatan,68.71
Dharmasraya,72.24
Pasaman Barat,68.53
Kota Padang,74.16
Kota Solok,74.39
Kota Sawah Lunto,70.69
Kota Padang Panjang,73.23
Kota Bukittinggi,75.13
Kota Payakumbuh,74.43
Kota Pariaman,70.95
RIAU,72.24
Kuantan Singingi,69.13
Indragiri Hulu,70.69
Indragiri Hilir,68.62
Pelalawan,72
Siak,71.64
Kampar,71.42
Rokan Hulu,70.84
Bengkalis,71.79
Rokan Hilir,70.99
Kepulauan Meranti,68.41
Kota Pekanbaru,73.02
Kota Dumai,71.67
JAMBI,71.77
Kerinci,70.55
Merangin,71.75
Sarolangun,69.7
Batang Hari,71.22
Muaro Jambi,71.84
Tanjung Jabung Timur,66.98
Tanjung Jabung Barat,68.67
Tebo,70.49
Bungo,68.43
Kota Jambi,73.29
Kota Sungai Penuh,72.86
SUMATERA SELATAN,70.66
Ogan Komering Ulu,68.85
Ogan Komering Ilir,69.31
Muara Enim,69.72
Lahat,66.87
Musi Rawas,68.95
Musi Banyuasin,69.51
Banyu Asin,69.76
Ogan Komering Ulu Selatan,67.88
Ogan Komering Ulu Timur,69.78
Ogan Ilir,66.33
Empat Lawang,65.73
Penukal Abab Lematang Ilir,68.96
Musi Rawas Utara,66.37
Kota Palembang,71.99
Kota Prabumulih,71.27
Kota Pagar Alam,67.7
Kota Lubuklinggau,70.25
BENGKULU,69.92
Bengkulu Selatan,68.4
Rejang Lebong,69.22
Bengkulu Utara,68.77
Kaur,67.27
Seluma,68.35
Mukomuko,67.3
Lebong,63.93
Kepahiang,68.46
Bengkulu Tengah,68.52
Kota Bengkulu,70.74
LAMPUNG,71.25
Lampung Barat,68.13
Tanggamus,69.23
Lampung Selatan,69.97
Lampung Timur,71.25
Lampung Tengah,70.29
Lampung Utara,69.83
Way Kanan,69.91
Tulangbawang,70.42
Pesawaran,69.74
Pringsewu,71.05
Mesuji,68.75
Tulang Bawang Barat,70.42
Pesisir Barat,64.29
Kota Bandar Lampung,71.91
Kota Metro,72.12
KEP. BANGKA BELITUNG,71.23
Bangka,71.6
Belitung,71.54
Bangka Barat,70.43
Bangka Tengah,72.11
Bangka Selatan,68.98
Belitung Timur,72.59
Kota Pangkal Pinang,73.96
KEPULAUAN RIAU,70.91
Karimun,72.01
Bintan,71.09
Natuna,66.22
Lingga,63.5
Kepulauan Anambas,68.1
Kota Batam,73.94
Kota Tanjung Pinang,72.85
DKI JAKARTA,73.65
Kep. Seribu,69.61
