Provinsi/Kabupaten/Kota,
,[Metode Baru] Umur Harapan Hidup Saat Lahir (UHH) (Tahun)
Temanggung,75.7
Kendal,74.53
Batang,74.79
Pekalongan,73.8
Pemalang,73.65
Tegal,71.85
Brebes,69.74
Kota Magelang,77.02
Kota Surakarta,77.43
Kota Salatiga,77.72
Kota Semarang,77.69
Kota Pekalongan,74.51
Kota Tegal,74.64
D I YOGYAKARTA,75.08
Kulon Progo,75.28
Bantul,73.9
Gunung Kidul,74.23
Sleman,75
Kota Yogyakarta,74.83
JAWA TIMUR,71.74
Pacitan,72.48
Ponorogo,73.2
Trenggalek,74.26
Tulungagung,74.54
Blitar,73.98
Kediri,72.97
Malang,72.95
Lumajang,70.61
Jember,69.68
Banyuwangi,71.06
Bondowoso,67.29
Situbondo,69.62
Probolinggo,67.78
Pasuruan,70.55
Sidoarjo,74.36
Mojokerto,72.93
Jombang,72.86
Nganjuk,71.95
Madiun,71.9
Magetan,72.97
Ngawi,72.81
Bojonegoro,72.16
Tuban,71.97
Lamongan,72.86
Gresik,72.99
Bangkalan,70.54
Sampang,68.38
Pamekasan,68.03
Sumenep,71.99
Kota Kediri,74.34
Kota Blitar,74.26
Kota Malang,73.75
Kota Probolinggo,70.68
Kota Pasuruan,71.96
Kota Mojokerto,73.74
Kota Madiun,73.13
Kota Surabaya,74.47
Kota Batu,72.97
BANTEN,70.39
Pandeglang,65.2
Lebak,67.74
Tangerang,70.28
Serang,65.18
Kota Tangerang,71.91
Kota Cilegon,67.02
Kota Serang,68.54
Kota Tangerang Selatan,72.78
BALI,72.6
Jembrana,72.82
Tabanan,74.1
Badung,75.51
Gianyar,74.13
Klungkung,71.83
Bangli,70.97
Karangasem,70.89
Buleleng,72.32
Kota Denpasar,75.3
NUSA TENGGARA BARAT,67.07
Lombok Barat,67.63
Lombok Tengah,66.75
Lombok Timur,66.55
Sumbawa,68.12
Dompu,67.36
Bima,66.87
Sumbawa Barat,68.74
Lombok Utara,67.75
Kota Mataram,72.2
Kota Bima,70.83
NUSA TENGGARA TIMUR,67.47
Sumba Barat,67.35
Sumba Timur,65.38
Kupang,65.28
Timor Tengah Selatan,66.68
Timor Tengah Utara,67.35
Belu,65.28
Alor,61.99
Lembata,67.52
Flores Timur,65.62
Sikka,67.86
Ende,65.76
Ngada,68.4
Manggarai,67.38
Rote Ndao,65.26
Manggarai Barat,67.73
Sumba Tengah,68.65
Sumba Barat Daya,68.79
Nagekeo,67.56
Manggarai Timur,68.29
Sabu Raijua,60.87
Malaka,65.34
Kota Kupang,70.11
KALIMANTAN BARAT,71.02
Sambas,69.39
Bengkayang,74
Landak,73.39
Mempawah,71.47
Sanggau,71.58
Ketapang,71.27
Sintang,72.12
Kapuas Hulu,72.69
Sekadau,72.39
Melawi,73.14
Kayong Utara,68.82
Kubu Raya,70.95
Kota Pontianak,73.46
Kota Singkawang,72.46
KALIMANTAN TENGAH,70.04
Kotawaringin Barat,70.98
Kotawaringin Timur,70.15
Kapuas,69.02
Barito Selatan,67.48
Barito Utara,71.5
Sukamara,71.8
Lamandau,69.62
Seruyan,69.46
Katingan,66.16
Pulang Pisau,68.36
Gunung Mas,70.72
Barito Timur,68.61
Murung Raya,69.75
Kota Palangka Raya,73.47
KALIMANTAN SELATAN,69.13
Tanah Laut,69.86
Kotabaru,69.56
Banjar,67.73
Barito Kuala,66.55
Tapin,70.88
Hulu Sungai Selatan,66.51
Hulu Sungai Tengah,66.54
Hulu Sungai Utara,64.53
Tabalong,70.84
Tanah Bumbu,70.7
Balangan,68.13
Kota Banjarmasin,71.59
