Provinsi/Kabupaten/Kota,
,[Metode Baru] Harapan Lama Sekolah (Tahun)
,2019
ACEH,14.3
Simeulue,13.51
Aceh Singkil,14.3
Aceh Selatan,14.41
Aceh Tenggara,13.99
Aceh Timur,13.02
Aceh Tengah,14.26
Aceh Barat,14.59
Aceh Besar,14.71
Pidie,14.45
Bireuen,14.82
Aceh Utara,14.69
Aceh Barat Daya,13.57
Gayo Lues,13.73
Aceh Tamiang,13.58
Nagan Raya,14.12
Aceh Jaya,13.97
Bener Meriah,13.45
Pidie Jaya,14.54
Kota Banda Aceh,17.39
Kota Sabang,13.81
Kota Langsa,15.34
Kota Lhokseumawe,15.19
Kota Subulussalam,14.21
SUMATERA UTARA,13.15
Nias,12.39
Mandailing Natal,13.17
Tapanuli Selatan,13.12
Tapanuli Tengah,12.79
Tapanuli Utara,13.68
Toba Samosir / Toba,13.28
Labuhan Batu,12.67
Asahan,12.59
Simalungun,12.77
Dairi,13.09
Karo,12.75
Deli Serdang,13.34
Langkat,12.81
Nias Selatan,12.22
Humbang Hasundutan,13.27
Pakpak Bharat,13.85
Samosir,13.46
Serdang Bedagai,12.59
Batu Bara,12.62
Padang Lawas Utara,12.47
Padang Lawas,13.02
Labuhan Batu Selatan,12.99
Labuhan Batu Utara,12.82
Nias Utara,12.78
Nias Barat,12.71
Kota Sibolga,13.15
Kota Tanjung Balai,12.49
Kota Pematang Siantar,14.21
Kota Tebing Tinggi,12.71
Kota Medan,14.73
Kota Binjai,13.61
Kota Padangsidimpuan,14.53
Kota Gunungsitoli,13.73
SUMATERA BARAT,14.01
Kepulauan Mentawai,12.76
Pesisir Selatan,13.31
Solok,13.03
Sijunjung,12.36
Tanah Datar,14.32
Padang Pariaman,13.62
Agam,13.86
Lima Puluh Kota,13.28
Pasaman,12.79
Solok Selatan,12.7
Dharmasraya,12.42
Pasaman Barat,13.4
Kota Padang,16.51
Kota Solok,14.31
Kota Sawah Lunto,13.16
Kota Padang Panjang,15.05
Kota Bukittinggi,14.96
Kota Payakumbuh,14.25
Kota Pariaman,14.53
RIAU,13.14
Kuantan Singingi,13.32
Indragiri Hulu,12.35
Indragiri Hilir,11.9
Pelalawan,12.17
Siak,12.75
Kampar,13.45
Rokan Hulu,12.83
Bengkalis,12.86
Rokan Hilir,12.67
Kepulauan Meranti,12.81
Kota Pekanbaru,15.37
Kota Dumai,13.1
JAMBI,12.93
Kerinci,13.86
Merangin,11.98
Sarolangun,12.26
Batang Hari,12.91
Muaro Jambi,12.82
Tanjung Jabung Timur,12.01
Tanjung Jabung Barat,12.61
Tebo,12.39
Bungo,12.61
Kota Jambi,14.9
Kota Sungai Penuh,14.78
SUMATERA SELATAN,12.39
Ogan Komering Ulu,12.59
Ogan Komering Ilir,11.41
Muara Enim,11.96
Lahat,12.33
Musi Rawas,12.07
Musi Banyuasin,11.99
Banyu Asin,11.74
Ogan Komering Ulu Selatan,11.74
Ogan Komering Ulu Timur,12.22
Ogan Ilir,12.29
Empat Lawang,12.05
Penukal Abab Lematang Ilir,11.9
Musi Rawas Utara,11.56
Kota Palembang,14.4
Kota Prabumulih,12.9
Kota Pagar Alam,12.84
Kota Lubuklinggau,13.36
BENGKULU,13.59
Bengkulu Selatan,13.6
Rejang Lebong,13.68
Bengkulu Utara,12.86
Kaur,12.98
Seluma,13.27
Mukomuko,12.72
Lebong,12.56
Kepahiang,12.89
Bengkulu Tengah,13.02
Kota Bengkulu,16.01
LAMPUNG,12.63
Lampung Barat,12.24
Tanggamus,12.17
Lampung Selatan,12.33
Lampung Timur,12.84
Lampung Tengah,12.91
Lampung Utara,12.47
Way Kanan,12.35
Tulangbawang,11.88
Pesawaran,12.29
Pringsewu,12.82
Mesuji,11.62
Tulang Bawang Barat,12.04
Pesisir Barat,11.98
Kota Bandar Lampung,14.53
Kota Metro,14.34
KEP. BANGKA BELITUNG,11.94
Bangka,12.76
Belitung,11.84
Bangka Barat,11.52
Bangka Tengah,11.76
Bangka Selatan,11.36
Belitung Timur,11.51
Kota Pangkal Pinang,12.99
KEPULAUAN RIAU,12.83
Karimun,12.3
Bintan,12.95
Natuna,13.89
Lingga,12.44
Kepulauan Anambas,12.75
Kota Batam,13.15
Kota Tanjung Pinang,14.09
DKI JAKARTA,12.97
Kep. Seribu,12.56
Kota Jakarta Selatan,13.32
Kota Jakarta Timur,13.82
Kota Jakarta Pusat,13.24
Kota Jakarta Barat,12.79
Kota Jakarta Utara,12.62
JAWA BARAT,12.48
Bogor,12.47
Sukabumi,12.22
Cianjur,11.98
Bandung,12.68
Garut,11.82
Tasikmalaya,12.52
Ciamis,13.79
Kuningan,12.1
Cirebon,12.24
Majalengka,12.21
Sumedang,12.96
Indramayu,12.24
Subang,11.69
Purwakarta,12.1
Karawang,12.08
Bekasi,13.08
Bandung Barat,11.86
Pangandaran,12.06
Kota Bogor,13.4
Kota Sukabumi,13.46
Kota Bandung,14.19
Kota Cirebon,13.11
Kota Bekasi,13.99
Kota Depok,13.91
Kota Cimahi,13.79
Kota Tasikmalaya,13.44
Kota Banjar,13.22
JAWA TENGAH,12.68
Cilacap,12.49
Banyumas,12.82
Purbalingga,11.98
Banjarnegara,11.45
Kebumen,13.04
Purworejo,13.49
Wonosobo,11.74
Magelang,12.53
Boyolali,12.43
Klaten,13.24
Sukoharjo,13.82
Wonogiri,12.48
Karanganyar,13.67
Sragen,12.69
Grobogan,12.29
Blora,12.19
Rembang,12.1
Pati,12.41
Kudus,13.22
Jepara,12.74
Demak,13.01
Semarang,12.94
Temanggung,12.13
Kendal,12.8
Batang,12
Pekalongan,12.4
Pemalang,11.94
Tegal,12.58
Brebes,12.03
Kota Magelang,13.81
Kota Surakarta,14.55
Kota Salatiga,15.34
Kota Semarang,15.51
Kota Pekalongan,12.83
Kota Tegal,13.04
D I YOGYAKARTA,15.58
Kulon Progo,14.25
Bantul,15.15
Gunung Kidul,12.96
Sleman,16.72
Kota Yogyakarta,17.28
JAWA TIMUR,13.16
Pacitan,12.62
Ponorogo,13.72
Trenggalek,12.25
Tulungagung,13.15
Blitar,12.45
Kediri,12.88
Malang,13.17
Lumajang,11.8
Jember,13.22
Banyuwangi,12.78
Bondowoso,13.27
Situbondo,13.14
Probolinggo,12.34
Pasuruan,12.31
Sidoarjo,14.91
Mojokerto,12.61
Jombang,13
Nganjuk,12.85
Madiun,13.14
Magetan,14
Ngawi,12.69
Bojonegoro,12.36
Tuban,12.2
Lamongan,13.47
Gresik,13.72
Bangkalan,11.59
Sampang,12.08
Pamekasan,13.63
Sumenep,13.19
Kota Kediri,14.97
Kota Blitar,14.31
Kota Malang,15.41
Kota Probolinggo,13.57
Kota Pasuruan,13.6
Kota Mojokerto,13.83
Kota Madiun,14.39
Kota Surabaya,14.79
Kota Batu,14.12
BANTEN,12.88
Pandeglang,13.46
Lebak,11.96
Tangerang,12.81
Serang,12.43
Kota Tangerang,13.84
Kota Cilegon,13.15
Kota Serang,12.77
Kota Tangerang Selatan,14.43
BALI,13.27
Jembrana,12.63
Tabanan,12.99
Badung,13.97
Gianyar,13.8
Klungkung,12.98
Bangli,12.33
Karangasem,12.4
Buleleng,12.91
Kota Denpasar,13.99
NUSA TENGGARA BARAT,13.48
Lombok Barat,13.48
Lombok Tengah,13.5
Lombok Timur,13.51
Sumbawa,12.97
Dompu,13.31
Bima,13.28
Sumbawa Barat,13.61
Lombok Utara,12.71
Kota Mataram,15.58
Kota Bima,14.99
NUSA TENGGARA TIMUR,13.15
Sumba Barat,12.89
Sumba Timur,12.81
Kupang,13.84
Timor Tengah Selatan,12.56
Timor Tengah Utara,13.3
Belu,12.26
Alor,12.11
Lembata,12.4
Flores Timur,12.9
Sikka,12.87
Ende,13.77
Ngada,12.69
Manggarai,13.14
Rote Ndao,13.17
Manggarai Barat,11.96
Sumba Tengah,12.66
Sumba Barat Daya,13.05
Nagekeo,12.47
Manggarai Timur,11.69
Sabu Raijua,13.13
Malaka,12.77
Kota Kupang,16.24
KALIMANTAN BARAT,12.58
Sambas,12.6
Bengkayang,12.08
Landak,12.39
Mempawah,12.33
Sanggau,11.56
Ketapang,11.79
Sintang,12.02
Kapuas Hulu,12.04
Sekadau,11.57
Melawi,11.15
Kayong Utara,11.81
Kubu Raya,13.64
Kota Pontianak,14.99
Kota Singkawang,12.89
KALIMANTAN TENGAH,12.57
Kotawaringin Barat,12.71
Kotawaringin Timur,12.69
Kapuas,12.9
Barito Selatan,12.54
Barito Utara,12.48
Sukamara,12.11
Lamandau,12.47
Seruyan,11.98
Katingan,12.51
Pulang Pisau,12.4
Gunung Mas,11.77
Barito Timur,12.82
Murung Raya,11.74
Kota Palangka Raya,14.94
KALIMANTAN SELATAN,12.52
Tanah Laut,11.96
