Provinsi/Kabupaten/Kota,
,[Metode Baru] Harapan Lama Sekolah (Tahun)
Batang,12.01
Pekalongan,12.41
Pemalang,11.95
Tegal,12.67
Brebes,12.04
Kota Magelang,14.14
Kota Surakarta,14.87
Kota Salatiga,15.41
Kota Semarang,15.52
Kota Pekalongan,12.84
Kota Tegal,13.05
D I YOGYAKARTA,15.59
Kulon Progo,14.26
Bantul,15.17
Gunung Kidul,12.97
Sleman,16.73
Kota Yogyakarta,17.43
JAWA TIMUR,13.19
Pacitan,12.64
Ponorogo,13.73
Trenggalek,12.35
Tulungagung,13.31
Blitar,12.46
Kediri,13.15
Malang,13.18
Lumajang,11.81
Jember,13.42
Banyuwangi,12.8
Bondowoso,13.28
Situbondo,13.15
Probolinggo,12.35
Pasuruan,12.41
Sidoarjo,14.93
Mojokerto,12.88
Jombang,13.27
Nganjuk,12.86
Madiun,13.16
Magetan,14.03
Ngawi,12.7
Bojonegoro,12.39
Tuban,12.21
Lamongan,13.48
Gresik,13.73
Bangkalan,11.6
Sampang,12.37
Pamekasan,13.64
Sumenep,13.2
Kota Kediri,15.26
Kota Blitar,14.32
Kota Malang,15.51
Kota Probolinggo,13.59
Kota Pasuruan,13.62
Kota Mojokerto,14
Kota Madiun,14.4
Kota Surabaya,14.8
Kota Batu,14.13
BANTEN,12.89
Pandeglang,13.47
Lebak,11.97
Tangerang,12.82
Serang,12.57
Kota Tangerang,13.85
Kota Cilegon,13.16
Kota Serang,12.78
Kota Tangerang Selatan,14.47
BALI,13.33
Jembrana,12.65
Tabanan,13
Badung,13.98
Gianyar,13.89
Klungkung,12.99
Bangli,12.34
Karangasem,12.41
Buleleng,13.07
Kota Denpasar,14
NUSA TENGGARA BARAT,13.7
Lombok Barat,13.71
Lombok Tengah,13.67
Lombok Timur,13.69
Sumbawa,13.06
Dompu,13.32
Bima,13.29
Sumbawa Barat,13.62
Lombok Utara,12.72
Kota Mataram,15.59
Kota Bima,15
NUSA TENGGARA TIMUR,13.18
Sumba Barat,13.11
Sumba Timur,12.82
Kupang,13.85
Timor Tengah Selatan,12.57
Timor Tengah Utara,13.31
Belu,12.27
Alor,12.23
Lembata,12.42
Flores Timur,12.91
Sikka,13.16
Ende,13.78
Ngada,12.7
Manggarai,13.41
Rote Ndao,13.18
Manggarai Barat,12.28
Sumba Tengah,12.96
Sumba Barat Daya,13.06
Nagekeo,12.48
Manggarai Timur,11.99
Sabu Raijua,13.14
Malaka,12.78
Kota Kupang,16.4
KALIMANTAN BARAT,12.6
Sambas,12.61
Bengkayang,12.09
Landak,12.4
Mempawah,12.39
Sanggau,11.57
Ketapang,11.8
Sintang,12.03
Kapuas Hulu,12.05
Sekadau,11.88
Melawi,11.16
Kayong Utara,11.82
Kubu Raya,13.82
Kota Pontianak,15
Kota Singkawang,12.9
KALIMANTAN TENGAH,12.66
Kotawaringin Barat,12.72
Kotawaringin Timur,12.84
Kapuas,12.92
Barito Selatan,12.55
Barito Utara,12.49
Sukamara,12.12
Lamandau,12.48
Seruyan,11.99
Katingan,12.67
Pulang Pisau,12.41
Gunung Mas,11.78
Barito Timur,12.83
Murung Raya,11.75
Kota Palangka Raya,14.95
KALIMANTAN SELATAN,12.68
Tanah Laut,12.01
Kotabaru,11.93
Banjar,12.44
Barito Kuala,12.39
Tapin,11.94
Hulu Sungai Selatan,12.17
Hulu Sungai Tengah,12.2
Hulu Sungai Utara,12.91
Tabalong,12.72
Tanah Bumbu,12.37
Balangan,12.46
Kota Banjarmasin,13.93
Kota Banjar Baru,14.81
KALIMANTAN TIMUR,13.72
Paser,13.1
Kutai Barat,12.9
Kutai Kartanegara,13.59
Kutai Timur,12.89
Berau,13.32
Penajam Paser Utara,12.56
Mahakam Ulu,12.51
Kota Balikpapan,14.14
Kota Samarinda,14.89
Kota Bontang,13.03
KALIMANTAN UTARA,12.93
Malinau,13.3
Bulungan,13
Tana Tidung,12.21
Nunukan,12.64
Kota Tarakan,14.02
SULAWESI UTARA,12.85
Bolaang Mongondow,11.52
Minahasa,13.98
Kepulauan Sangihe,12.32
Kepulauan Talaud,12.51
Minahasa Selatan,12.74
Minahasa Utara,12.8
Bolaang Mongondow Utara,11.91
Siau Tagulandang Biaro,11.67
Minahasa Tenggara,12.27
Bolaang Mongondow Selatan,12.29
Bolaang Mongondow Timur,11.59
Kota Manado,14.15
Kota Bitung,12.61
Kota Tomohon,14.2
Kota Kotamobagu,12.79
SULAWESI TENGAH,13.17
Banggai Kepulauan,13.06
Banggai,13.24
Morowali,13.34
Poso,13.7
Donggala,12.49
Toli-Toli,12.73
Buol,13.09
Parigi Moutong,12.47
Tojo Una-Una,12.28
Sigi,12.87
Banggai Laut,12.95
Morowali Utara,12.24
Kota Palu,16.23
SULAWESI SELATAN,13.45
Kepulauan Selayar,12.65
Bulukumba,13.17
Bantaeng,12.04
Jeneponto,11.98
Takalar,12.41
Gowa,13.64
Sinjai,13.05
Maros,13.04
Pangkajene dan Kepulauan,12.76
Barru,13.58
Bone,12.88
Soppeng,12.9
Wajo,13.14
Sidenreng Rappang,12.94
Pinrang,13.23
Enrekang,13.7
Luwu,13.33
Tana Toraja,13.8
Luwu Utara,12.43
Luwu Timur,12.83
Toraja Utara,13.38
Kota Makasar,15.57
Kota Parepare,14.5
Kota Palopo,15.08
SULAWESI TENGGARA,13.65
Buton,13.75
Muna,13.79
Konawe,13
Kolaka,12.81
Konawe Selatan,12.36
Bombana,11.84
Wakatobi,13.5
Kolaka Utara,12.11
Buton Utara,12.76
Konawe Utara,12.83
Kolaka Timur,12.41
Konawe Kepulauan,12.06
Muna Barat,12.5
Buton Tengah,13
Buton Selatan,13.23
Kota Kendari,16.62
Kota Baubau,15.16
GORONTALO,13.08
Boalemo,12.44
Gorontalo,13.17
Pohuwato,12.37
Bone Bolango,13.57
Gorontalo Utara,12.45
Kota Gorontalo,14.34
SULAWESI BARAT,12.77
Majene,13.61
Polewali Mandar,13.06
Mamasa,12.05
Mamuju,13.19
Mamuju Utara / Pasangkayu,11.93
Mamuju Tengah,12.23
MALUKU,13.96
Maluku Tenggara Barat / Kepulauan Tanimbar,12.29
Maluku Tenggara,12.81
Maluku Tengah,14.16
Buru,13.03
Kepulauan Aru,12.3
Seram Bagian Barat,13.44
Seram Bagian Timur,12.76
Maluku Barat Daya,12.27
Buru Selatan,12.69
Kota Ambon,16.03
Kota Tual,13.97
MALUKU UTARA,13.67
Halmahera Barat,13.19
Halmahera Tengah,12.99
Kepulauan Sula,12.74
Halmahera Selatan,12.78
Halmahera Utara,13.6
Halmahera Timur,12.75
Pulau Morotai,12.77
Pulau Taliabu,12.59
Kota Ternate,15.74
Kota Tidore Kepulauan,14.31
PAPUA BARAT,12.91
Fakfak,14.37
Kaimana,12.13
Teluk Wondama,11.48
Teluk Bintuni,12.31
Manokwari,13.65
Sorong Selatan,13.16
Sorong,13.71
Raja Ampat,12.03
Tambrauw,11.91
Maybrat,13.21
Manokwari Selatan,12.35
Pegunungan Arfak,11.72
Kota Sorong,14.38
PAPUA BARAT DAYA,-
Raja Ampat,-
Sorong,-
Sorong Selatan,-
Maybrat,-
Tambrauw,-
Kota Sorong,-
PAPUA,11.08
Merauke,13.88
Jayawijaya,12.27
Jayapura,14.2
Nabire,11.92
Kepulauan Yapen,12.73
Biak Numfor,13.96
Paniai,10.49
Puncak Jaya,7.24
Mimika,12.4
Boven Digoel,11.07
Mappi,10.55
Asmat,9.02
Yahukimo,7.61
Pegunungan Bintang,6.25
Tolikara,8.6
Sarmi,12.05
Keerom,12.42
Waropen,12.79
Supiori,12.74
Mamberamo Raya,11.79
Nduga,3.61
Lanny Jaya,8.62
Mamberamo Tengah,8.93
Yalimo,9.11
Puncak,5.39
Dogiyai,10.58
Intan Jaya,7.65
Deiyai,9.81
Kota Jayapura,15.01
PAPUA SELATAN,-
Merauke,-
Boven Digoel,-
Mappi,-
Asmat,-
PAPUA TENGAH,-
Mimika,-
Dogiyai,-
Deiyai,-
Nabire,-
Paniai,-
Intan Jaya,-
Puncak,-
Puncak Jaya,-
PAPUA PEGUNUNGAN,-
Nduga,-
Jayawijaya,-
Lanny Jaya,-
Tolikara,-
Mamberamo Tengah,-
Yalimo,-
Yahukimo,-
Pegunungan Bintang,-
INDONESIA,12.98
